model_name,group_name,workload_name,candidate_action,backend,hardware_label,backend_feasible,calibration_signal,perturbation_risk,predicted_quality_risk,prompt_nll_delta_pct_vs_bf16,latency_delta_pct_vs_bf16,prefill_latency_delta_pct_vs_bf16,output_tokens_per_sec_delta_pct_vs_bf16,decode_tokens_per_sec_delta_pct_vs_bf16,total_tokens_per_sec_delta_pct_vs_bf16,memory_delta_gib_vs_bf16,memory_delta_pct_vs_bf16,kv_cache_memory_delta_gib_vs_bf16,source_artifact,failure_reason,notes
meta-llama/Llama-3.1-8B,decode,decode_2k_context,fp16_kv_fp8,vllm+float16+kv_fp8,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00019607,-0.019607,0.254353,,-0.254520,-0.254520,-0.254520,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/fp16_kv_fp8/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,decode,decode_2k_context,fp16_kv_fp8_e4m3,vllm+float16+kv_fp8_e4m3,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00019607,-0.019607,0.343186,,-0.342709,-0.342709,-0.342709,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/fp16_kv_fp8_e4m3/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_4k,bf16_default,vllm+bfloat16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/bf16_default/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_4k,bf16_kv_fp8,vllm+bfloat16+kv_fp8,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00051479,0.051479,-1.280946,-1.280946,1.298394,,1.298394,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/bf16_kv_fp8/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_4k,bf16_kv_fp8_e4m3,vllm+bfloat16+kv_fp8_e4m3,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00051479,0.051479,-3.610512,-3.610512,3.757553,,3.757553,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/bf16_kv_fp8_e4m3/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_4k,fp16_default,vllm+float16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00014844,-0.014844,-2.060025,-2.060025,2.107442,,2.107442,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/fp16_default/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_4k,fp16_kv_fp8,vllm+float16+kv_fp8,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00019607,-0.019607,-1.733435,-1.733435,1.763280,,1.763280,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/fp16_kv_fp8/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B,prefill,prefill_4k,fp16_kv_fp8_e4m3,vllm+float16+kv_fp8_e4m3,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,-0.00019607,-0.019607,-1.958357,-1.958357,1.995090,,1.995090,0.798828,3.651062,0.798828,experiments/h9-transformer-inference-policy-search/results/h9_2_long_context_benchmarks/fp16_kv_fp8_e4m3/benchmark.json,,h9_2_long_context; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,decode,decode_heavy,bf16_default,vllm+bfloat16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_awq_marlin_benchmarks/bf16_default/benchmark.json,,h9_instruct_awq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,decode,decode_heavy,fp16_default,vllm+float16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00009738,0.009738,-0.308156,,0.309048,0.309048,0.309048,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_awq_marlin_benchmarks/fp16_default/benchmark.json,,h9_instruct_awq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
/nfs/home/s314511048/mixed_precision/models/hf_quantized/hugging-quants__Meta-Llama-3.1-8B-Instruct-AWQ-INT4,decode,decode_heavy,llama31_8b_instruct_awq_marlin_artifact,vllm+float16+awq_marlin,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.02851377,2.851377,-62.146015,,164.177864,164.177864,164.177864,0.054688,0.249950,0.054688,experiments/h9-transformer-inference-policy-search/results/instruct_awq_marlin_benchmarks/llama31_8b_instruct_awq_marlin_artifact/benchmark.json,,h9_instruct_awq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,mixed_batch,mixed,bf16_default,vllm+bfloat16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00000000,0.000000,0.000000,,0.000000,,0.000000,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_awq_marlin_benchmarks/bf16_default/benchmark.json,,h9_instruct_awq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,mixed_batch,mixed,fp16_default,vllm+float16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00009738,0.009738,-0.864452,,0.871928,,0.871928,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_awq_marlin_benchmarks/fp16_default/benchmark.json,,h9_instruct_awq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
/nfs/home/s314511048/mixed_precision/models/hf_quantized/hugging-quants__Meta-Llama-3.1-8B-Instruct-AWQ-INT4,mixed_batch,mixed,llama31_8b_instruct_awq_marlin_artifact,vllm+float16+awq_marlin,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.02851377,2.851377,-62.657830,,167.796355,,167.796355,0.052734,0.241002,0.052734,experiments/h9-transformer-inference-policy-search/results/instruct_awq_marlin_benchmarks/llama31_8b_instruct_awq_marlin_artifact/benchmark.json,,h9_instruct_awq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,prefill,prefill_heavy,bf16_default,vllm+bfloat16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_awq_marlin_benchmarks/bf16_default/benchmark.json,,h9_instruct_awq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,prefill,prefill_heavy,fp16_default,vllm+float16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00009738,0.009738,0.066955,0.066955,-0.065848,,-0.065848,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_awq_marlin_benchmarks/fp16_default/benchmark.json,,h9_instruct_awq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
/nfs/home/s314511048/mixed_precision/models/hf_quantized/hugging-quants__Meta-Llama-3.1-8B-Instruct-AWQ-INT4,prefill,prefill_heavy,llama31_8b_instruct_awq_marlin_artifact,vllm+float16+awq_marlin,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.02851377,2.851377,-58.653331,-58.653331,142.746265,,142.746265,0.054688,0.249950,0.054688,experiments/h9-transformer-inference-policy-search/results/instruct_awq_marlin_benchmarks/llama31_8b_instruct_awq_marlin_artifact/benchmark.json,,h9_instruct_awq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,decode,decode_heavy,bf16_default,vllm+bfloat16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_gptq_marlin_benchmarks/bf16_default/benchmark.json,,h9_instruct_gptq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,decode,decode_heavy,fp16_default,vllm+float16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00009738,0.009738,-0.284191,,0.285152,0.285152,0.285152,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_gptq_marlin_benchmarks/fp16_default/benchmark.json,,h9_instruct_gptq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
/nfs/home/s314511048/mixed_precision/models/hf_quantized/shuyuej__Meta-Llama-3.1-8B-Instruct-GPTQ,decode,decode_heavy,llama31_8b_instruct_gptq_marlin_artifact,vllm+float16+gptq_marlin,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00773771,0.773771,-62.721734,,168.254866,168.254866,166.378958,0.037109,0.169609,0.037109,experiments/h9-transformer-inference-policy-search/results/instruct_gptq_marlin_benchmarks/llama31_8b_instruct_gptq_marlin_artifact/benchmark.json,,h9_instruct_gptq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,mixed_batch,mixed,bf16_default,vllm+bfloat16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00000000,0.000000,0.000000,,0.000000,,0.000000,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_gptq_marlin_benchmarks/bf16_default/benchmark.json,,h9_instruct_gptq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,mixed_batch,mixed,fp16_default,vllm+float16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00009738,0.009738,-0.520590,,0.523239,,0.523239,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_gptq_marlin_benchmarks/fp16_default/benchmark.json,,h9_instruct_gptq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
/nfs/home/s314511048/mixed_precision/models/hf_quantized/shuyuej__Meta-Llama-3.1-8B-Instruct-GPTQ,mixed_batch,mixed,llama31_8b_instruct_gptq_marlin_artifact,vllm+float16+gptq_marlin,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00773771,0.773771,-62.445208,,166.278850,,164.651892,0.035156,0.160668,0.035156,experiments/h9-transformer-inference-policy-search/results/instruct_gptq_marlin_benchmarks/llama31_8b_instruct_gptq_marlin_artifact/benchmark.json,,h9_instruct_gptq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,prefill,prefill_heavy,bf16_default,vllm+bfloat16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_gptq_marlin_benchmarks/bf16_default/benchmark.json,,h9_instruct_gptq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
meta-llama/Llama-3.1-8B-Instruct,prefill,prefill_heavy,fp16_default,vllm+float16,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00009738,0.009738,0.098008,0.098008,-0.101775,,-0.101775,0.000000,0.000000,0.000000,experiments/h9-transformer-inference-policy-search/results/instruct_gptq_marlin_benchmarks/fp16_default/benchmark.json,,h9_instruct_gptq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
/nfs/home/s314511048/mixed_precision/models/hf_quantized/shuyuej__Meta-Llama-3.1-8B-Instruct-GPTQ,prefill,prefill_heavy,llama31_8b_instruct_gptq_marlin_artifact,vllm+float16+gptq_marlin,rtx3090-lab,true,not_applicable_global_vllm_policy,not_applicable_global_vllm_policy,0.00773771,0.773771,-60.494807,-60.494807,153.139001,,152.916559,0.037109,0.169609,0.037109,experiments/h9-transformer-inference-policy-search/results/instruct_gptq_marlin_benchmarks/llama31_8b_instruct_gptq_marlin_artifact/benchmark.json,,h9_instruct_gptq_marlin; quality risk is prompt-NLL percent delta divided by 100. Memory and KV-cache deltas use total CUDA mem_get_info used GiB because vLLM worker allocation is not captured by PyTorch reserved memory.
